name,category_name,category_label,level1_category_name,level2_category_name,level3_category_name,level4_category_name,level5_category_name,level6_category_name,latitude,longitude
Kimchipapi Kitchen,Asian Restaurant,Dining and Drinking > Restaurant > Asian Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,,,,42.3536418689166,-71.13241967473051
Kimchipapi Korndogs,Snack Place,Dining and Drinking > Snack Place,Dining and Drinking,Snack Place,,,,,42.35250447429957,-71.12540110945702
Kim’s Tofu,Korean Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Korean Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Korean Restaurant,,,42.35287323019314,-71.13279699951698
King Do,Vietnamese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Vietnamese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Vietnamese Restaurant,,,42.30883907738642,-71.05850581497155
King Dragon,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.387255938950005,-71.00864275957335
King's Pizza,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.37901561055024,-71.03850510477434
Kings Of The Hill,Beer Garden,Dining and Drinking > Bar > Beer Garden,Dining and Drinking,Bar,Beer Garden,,,,42.329426291957084,-71.10223977478954
Kings Restaurant,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.33857105520505,-71.05077943036439
Kingston Deli,Deli,Dining and Drinking > Restaurant > Deli,Dining and Drinking,Restaurant,Deli,,,,42.353763472195006,-71.05866336113007
Kingston Grille & Bar (KGB Bar),New American Restaurant,Dining and Drinking > Restaurant > American Restaurant > New American Restaurant,Dining and Drinking,Restaurant,American Restaurant,New American Restaurant,,,42.353708260671205,-71.0592503387889
Kingz,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.3469414384753,-71.0853112311097
King’s Cafe,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.344749450683594,-71.05462646484375
Kinsale,Pub,Dining and Drinking > Bar > Pub,Dining and Drinking,Bar,Pub,,,,42.36022396854441,-71.06014019112335
Kiosco Sabor De MI Tierra-Bar,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.38714629710891,-71.00756349661341
Kirin,Asian Restaurant,Dining and Drinking > Restaurant > Asian Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,,,,42.352585,-71.13204
Kirin Teppanyaki & Wok,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.3527099966706,-71.13167420451519
Kirkwood Clubhouse,Wine Bar,Dining and Drinking > Bar > Wine Bar,Dining and Drinking,Bar,Wine Bar,,,,42.341044633076784,-71.1569752703884
Kirschner Lab Happy Hour,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.33661179887661,-71.10284292320183
Kis.O亲果,Smoothie Shop,Dining and Drinking > Smoothie Shop,Dining and Drinking,Smoothie Shop,,,,,42.353774,-71.139503
Kitas Luncheonette,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.33564869017094,-71.07449195467984
Kneeland Cafe,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.35014109132619,-71.06073084027845
Knema Hotel,Hotel Bar,Dining and Drinking > Bar > Hotel Bar,Dining and Drinking,Bar,Hotel Bar,,,,42.35122202412666,-71.08395141845871
Knowfat! Lifestyle Grille,American Restaurant,Dining and Drinking > Restaurant > American Restaurant,Dining and Drinking,Restaurant,American Restaurant,,,,42.354090849538665,-71.06171921850616
KoB'z*v.2,Lounge,Dining and Drinking > Bar > Lounge,Dining and Drinking,Bar,Lounge,,,,42.33342805685403,-71.10489640224009
Koffies Cafe,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.356181,-71.057626
Kohi Coffee,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.345943,-71.070881
Kohi Coffee,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.353001,-71.0572
Kohi Coffee,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.357213,-71.143201
Koji Club,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.361599,-71.145112
Koko Cafe,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.33418968640689,-71.0354823903583
Koko Coffee,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.35930926748523,-71.0512784618219
Koko's Yankee Swap,Dive Bar,Dining and Drinking > Bar > Dive Bar,Dining and Drinking,Bar,Dive Bar,,,,42.341185404368645,-71.07972327762397
Kokoda,Poke Restaurant,Dining and Drinking > Restaurant > Hawaiian Restaurant > Poke Restaurant,Dining and Drinking,Restaurant,Hawaiian Restaurant,Poke Restaurant,,,42.353001929382444,-71.04624722277943
Kolbeh Cafe & Kabob,Mediterranean Restaurant,Dining and Drinking > Restaurant > Mediterranean Restaurant,Dining and Drinking,Restaurant,Mediterranean Restaurant,,,,42.362905,-71.051343
Komyuniti,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.352682,-71.046931
Kon Tiki Restaurant,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.346558523724305,-71.08392358937604
Kong dog Quincy Market,Fast Food Restaurant,Dining and Drinking > Restaurant > Fast Food Restaurant,Dining and Drinking,Restaurant,Fast Food Restaurant,,,,42.360208,-71.054631
Korea House,Korean Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Korean Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Korean Restaurant,,,42.35107416398173,-71.06012325453767
Korean Garden,Korean Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Korean Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Korean Restaurant,,,42.352324865547125,-71.13186101914152
Kornfield's,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.33592187494098,-71.0759717881219
Kosmos Market Deli,Deli,Dining and Drinking > Restaurant > Deli,Dining and Drinking,Restaurant,Deli,,,,42.341575622558594,-71.07662200927734
Koy,Korean Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Korean Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Korean Restaurant,,,42.360521,-71.056493
Krasi,Greek Restaurant,Dining and Drinking > Restaurant > Greek Restaurant,Dining and Drinking,Restaurant,Greek Restaurant,,,,42.348696,-71.083947
Krispy Kreme,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.34825981197238,-71.08329881295695
Krispy Krunchy Chicken,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.333539204601415,-71.1034527788975
Krystal Cafe,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.34832603741007,-71.06784591551838
Krystals,American Restaurant,Dining and Drinking > Restaurant > American Restaurant,Dining and Drinking,Restaurant,American Restaurant,,,,42.364967,-71.021133
Ksp,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.36667069463229,-71.11135700763451
Kung Fu Tea,Bubble Tea Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Bubble Tea Shop,,,,42.350534444860195,-71.06065401843676
Kung Fu Tea,Bubble Tea Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Bubble Tea Shop,,,,42.342588,-71.084086
Kung Fu Tea,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.336612129691595,-71.14900798464082
Kupkakes kina's cupcakes & cookies <3,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.381488130671556,-71.03064728737245
Kura Revolving Sushi,Sushi Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Sushi Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Japanese Restaurant,Sushi Restaurant,,42.325673890173476,-71.06220645290999
Kuttyoshea,Pub,Dining and Drinking > Bar > Pub,Dining and Drinking,Bar,Pub,,,,42.35919819548077,-71.05380429257842
Kutzu,Noodle Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Noodle Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Noodle Restaurant,,,42.354483,-71.055302
Kwa Food Deep Fried Skewers,Chinese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant,Chinese Restaurant,,,42.351184,-71.13044
Kwench,Juice Bar,Dining and Drinking > Juice Bar,Dining and Drinking,Juice Bar,,,,,42.295963,-71.156765
Kwench Juice Bar,Juice Bar,Dining and Drinking > Juice Bar,Dining and Drinking,Juice Bar,,,,,42.35447927322764,-71.0541862813302
Kwench Juice Cafe,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.360619992668255,-71.06224168980708
Kwik-E Pizza & Subs,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.333592041610075,-71.1054781584952
L L Barista,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.34909086263236,-71.07260315613806
L Street Tavern,Pub,Dining and Drinking > Bar > Pub,Dining and Drinking,Bar,Pub,,,,42.33157234898015,-71.03524455912182
L and M Provision Co,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.33055201194736,-71.06772064493144
L&C Spanish Restaurant,Spanish Restaurant,Dining and Drinking > Restaurant > Spanish Restaurant,Dining and Drinking,Restaurant,Spanish Restaurant,,,,42.29637623881362,-71.07990275243469
L'Osteria,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.3643043916823,-71.05560156535601
L-Street Diner,Diner,Dining and Drinking > Restaurant > Diner,Dining and Drinking,Restaurant,Diner,,,,42.333993776300424,-71.03529903811373
L.A. Burdick Chocolate,Dessert Shop,Dining and Drinking > Dessert Shop,Dining and Drinking,Dessert Shop,,,,,42.35116241636595,-71.07546905713941
L5c1,Vineyard,Dining and Drinking > Vineyard,Dining and Drinking,Vineyard,,,,,42.34566862328565,-71.097818231864
LA Panetteria,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.347636,-71.082292
LSD,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.34359776720712,-71.08164945577212
LSofTB,Vineyard,Dining and Drinking > Vineyard,Dining and Drinking,Vineyard,,,,,42.37499924531009,-71.05928969131857
LUCIE drink + dine,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.345628165901196,-71.08101704196366
LUPEC HQ,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.33718,-71.069684
La Abundancia,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.37246131641509,-71.0387236986442
La Baguette Marche,Cafeteria,Dining and Drinking > Cafeteria,Dining and Drinking,Cafeteria,,,,,42.36462415405263,-71.0213367400287
La Befana Pizzeria,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.353854259701734,-71.13809212114464
La Belle Creole,Cajun and Creole Restaurant,Dining and Drinking > Restaurant > Cajun and Creole Restaurant,Dining and Drinking,Restaurant,Cajun and Creole Restaurant,,,,42.26835024160243,-71.0929163583048
La Bettola,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.34288690786138,-71.0786479888621
La Bodega,Deli,Dining and Drinking > Restaurant > Deli,Dining and Drinking,Restaurant,Deli,,,,42.29088617371514,-71.08821806866902
La Brace,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.363624572753906,-71.0564193725586
La Cancun Restaurant,South American Restaurant,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant,Dining and Drinking,Restaurant,Latin American Restaurant,South American Restaurant,,,42.3765455500951,-71.03951092948036
La Casa Del Pan Debono,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.36107941321636,-71.00698990091621
La Chiva,Latin American Restaurant,Dining and Drinking > Restaurant > Latin American Restaurant,Dining and Drinking,Restaurant,Latin American Restaurant,,,,42.378250405562696,-71.02959868968938
La Colombe Coffee Roasters,Coffee Shop,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop,,,,42.35338860083939,-71.0472040211838
La Colombe Torrefaction,Café,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",Dining and Drinking,"Cafe, Coffee, and Tea House",Café,,,,42.350423,-71.056837
La Cuisine de Choupit,Caribbean Restaurant,Dining and Drinking > Restaurant > Caribbean Restaurant,Dining and Drinking,Restaurant,Caribbean Restaurant,,,,42.38241797655208,-71.03950532998327
La Dolce Vita,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.36287675877697,-71.05537865248598
La Esquina Market,Deli,Dining and Drinking > Restaurant > Deli,Dining and Drinking,Restaurant,Deli,,,,42.37418854506915,-71.0318603461631
La Esquinita Restaurant,Spanish Restaurant,Dining and Drinking > Restaurant > Spanish Restaurant,Dining and Drinking,Restaurant,Spanish Restaurant,,,,42.365659,-71.028952
La Famiglia,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.36588415734955,-71.0160304484784
La Famiglia Giorgio's,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.349357705538104,-71.08255274624426
La Famiglia Giorgio's,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.36456098820388,-71.05558435565514
La Famiglia Spagnuolo,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.36327799798291,-71.05506210891535
La Famiglia Spagnuolo,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.36336770867197,-71.05514756685645
La Fin Du Moraine,Speakeasy,Dining and Drinking > Bar > Speakeasy,Dining and Drinking,Bar,Speakeasy,,,,42.320142346107026,-71.11582122982608
La Fogata,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.36875306670804,-71.03897672280323
La Fonda,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.343216,-71.14282
La Fonda Colombiana,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.38714629710891,-71.00756349661341
La Foyer,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.27015938799631,-71.09265024770082
La Gran Manzana,Colombian Restaurant,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Colombian Restaurant,Dining and Drinking,Restaurant,Latin American Restaurant,South American Restaurant,Colombian Restaurant,,42.37511901138038,-71.03864370021626
La Hacienda,Latin American Restaurant,Dining and Drinking > Restaurant > Latin American Restaurant,Dining and Drinking,Restaurant,Latin American Restaurant,,,,42.373964620170604,-71.03902717880581
La La Mina Pizza and Pasta,Pizzeria,Dining and Drinking > Restaurant > Pizzeria,Dining and Drinking,Restaurant,Pizzeria,,,,42.33725591807266,-71.04801843489389
La Lechonera Cafe,Latin American Restaurant,Dining and Drinking > Restaurant > Latin American Restaurant,Dining and Drinking,Restaurant,Latin American Restaurant,,,,42.27879648194547,-71.11602356513309
La Mesa Market Boston,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.31787,-71.066601
La Neta,Mexican Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,,,,42.34963157007483,-71.08313207811351
La Niña on Columbus.,Bar,Dining and Drinking > Bar,Dining and Drinking,Bar,,,,,42.3467857662087,-71.07373787132094
La Padrona,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.3485,-71.07521
La Panetteria The Bakery,Bakery,Dining and Drinking > Bakery,Dining and Drinking,Bakery,,,,,42.36298366782755,-71.05502146231582
La Parada Dominican Kitchen,Spanish Restaurant,Dining and Drinking > Restaurant > Spanish Restaurant,Dining and Drinking,Restaurant,Spanish Restaurant,,,,42.315169031743125,-71.09869063825154
La Parrilla Restaurant,Latin American Restaurant,Dining and Drinking > Restaurant > Latin American Restaurant,Dining and Drinking,Restaurant,Latin American Restaurant,,,,42.30818089519025,-71.05870134746425
La Patrona,Taco Restaurant,Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant,Taco Restaurant,,,42.32229001884538,-71.10780399439912
La Peraviana Market,Deli,Dining and Drinking > Restaurant > Deli,Dining and Drinking,Restaurant,Deli,,,,42.31544295670063,-71.09899954278988
La Petite Rotisserie,Restaurant,Dining and Drinking > Restaurant,Dining and Drinking,Restaurant,,,,,42.34749320132848,-71.08142447808419
La Piazza at Eataly,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.34774857825831,-71.08240556614518
La Pizza & La Pasta,Italian Restaurant,Dining and Drinking > Restaurant > Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant,,,,42.347787132155936,-71.08244398841694
